account_id,customer_id,branch_id,account_type,account_status,opened_date,current_balance
503709,109198,B008,CURRENT,CLOSED,2025-05-24,4033.01
503710,105318,B005,SAVINGS,ACTIVE,2022-06-01,6488.65
503711,104179,B016,SAVINGS,ACTIVE,2026-04-09,10851.71
503712,105441,B017,SAVINGS,ACTIVE,2025-03-25,762.02
503713,102971,B020,SALARY,ACTIVE,2020-01-26,62467.81
503714,100782,B001,CURRENT,ACTIVE,2025-01-10,50109.64
503715,108964,B001,SAVINGS,ACTIVE,2022-02-25,33502.59
503716,104461,B005,SAVINGS,ACTIVE,2021-02-12,6736.3
503717,107302,B004,SAVINGS,ACTIVE,2023-09-06,64501.51
503718,102369,B018,SALARY,ACTIVE,2026-02-09,18985.72
503719,101800,B005,SAVINGS,ACTIVE,2023-03-05,119913.13
503720,109679,B002,SAVINGS,ACTIVE,2020-08-23,2523.81
503721,101821,B005,SAVINGS,ACTIVE,2025-11-12,9585.02
503722,108973,B002,SALARY,BLOCKED,2023-02-14,8049.45
503723,106350,B005,SAVINGS,ACTIVE,2019-04-10,6656.95
503724,104096,B005,CURRENT,ACTIVE,2024-11-15,47171.12
503725,103588,B003,SAVINGS,ACTIVE,2022-08-16,99426.15
503726,101084,B012,SAVINGS,ACTIVE,2022-01-11,61573.36
503727,103437,B019,SAVINGS,ACTIVE,2020-01-29,27087.24
503728,103848,B012,SAVINGS,ACTIVE,2023-02-15,35787.99
503729,101176,B008,SAVINGS,ACTIVE,2023-11-11,49005.1
503730,109939,B010,SAVINGS,ACTIVE,2019-02-08,9939.7
503731,109117,B017,SALARY,ACTIVE,2019-12-05,33220.8
503732,100682,B019,SAVINGS,ACTIVE,2025-07-30,22821.37
503733,105999,B010,SAVINGS,ACTIVE,2022-12-12,3968.56
503734,109012,B002,SAVINGS,ACTIVE,2020-12-26,303047.85
503735,100795,B015,SALARY,ACTIVE,2020-11-04,40541.2
503736,101063,B019,CURRENT,ACTIVE,2024-06-30,8737.03
503737,102788,B008,SAVINGS,ACTIVE,2020-03-24,16114.55
503738,105572,B001,SALARY,ACTIVE,2020-05-27,47108.8
503739,105773,B020,SAVINGS,ACTIVE,2026-05-04,35658.45
503740,108683,B002,SALARY,ACTIVE,2019-08-07,22269.47
503741,109039,B016,SAVINGS,ACTIVE,2023-05-24,138445.29
503742,106183,B002,SAVINGS,ACTIVE,2023-11-29,18827.92
503743,100557,B008,SAVINGS,ACTIVE,2021-06-08,63428.6
503744,101742,B017,SAVINGS,ACTIVE,2024-08-29,83929.09
503745,107805,B002,SAVINGS,ACTIVE,2021-01-13,73308.22
503746,109957,B011,SAVINGS,ACTIVE,2022-04-24,18873.15
503747,101053,B001,SAVINGS,ACTIVE,2026-01-04,6415.11
503748,108611,B012,SAVINGS,ACTIVE,2020-05-22,2333.72
503749,104010,B004,SALARY,ACTIVE,2020-01-22,27472.12
503750,101512,B010,CURRENT,ACTIVE,2021-02-28,34940.44
503751,107323,B005,SALARY,ACTIVE,2020-09-29,11729.51
503752,105175,B011,CURRENT,ACTIVE,2019-01-17,30210.33
503753,102146,B018,SAVINGS,CLOSED,2024-02-25,78799.79
503754,106492,B003,SAVINGS,ACTIVE,2023-02-10,8343.59
503755,101644,B013,SALARY,ACTIVE,2025-09-21,11819.35
503756,105901,B018,SAVINGS,ACTIVE,2025-09-30,4416.2
503757,107865,B018,SAVINGS,ACTIVE,2020-04-23,15727.79
503758,103541,B012,SALARY,ACTIVE,2019-07-24,51968.87
503759,101543,B012,SALARY,ACTIVE,2020-05-25,16110.42
503760,108177,B009,SAVINGS,BLOCKED,2026-02-25,23155.95
503761,101188,B019,SAVINGS,ACTIVE,2024-01-05,7094.01
503762,102790,B010,SALARY,ACTIVE,2026-01-07,119959.11
503763,100418,B011,SAVINGS,ACTIVE,2023-08-08,69266.86
503764,103036,B020,SALARY,ACTIVE,2021-04-11,8563.51
503765,100516,B018,SALARY,ACTIVE,2024-09-03,31022.79
503766,105471,B015,SAVINGS,ACTIVE,2019-01-08,45330.17
503767,101244,B018,SAVINGS,ACTIVE,2025-11-13,237467.62
503768,100634,B015,SAVINGS,ACTIVE,2026-04-18,68846.58
503769,108077,B008,SALARY,ACTIVE,2022-01-29,95449.1
503770,100781,B018,SAVINGS,ACTIVE,2020-05-29,24622.95
503771,103795,B020,SAVINGS,CLOSED,2022-11-23,27615.93
503772,109666,B019,SAVINGS,ACTIVE,2025-05-06,37210.13
503773,104138,B008,SAVINGS,ACTIVE,2019-02-04,17081.37
503774,104339,B004,SALARY,ACTIVE,2025-09-21,89070.24
503775,106864,B016,SAVINGS,ACTIVE,2019-05-24,19551.26
503776,105640,B019,SAVINGS,ACTIVE,2019-07-28,43183.14
503777,108013,B001,SAVINGS,ACTIVE,2024-12-05,6428.06
503778,109905,B018,SAVINGS,ACTIVE,2025-08-28,9442.8
503779,105911,B007,SALARY,ACTIVE,2024-02-16,13328.31
503780,109755,B018,SAVINGS,ACTIVE,2026-05-17,41758.94
503781,101224,B020,SAVINGS,ACTIVE,2022-07-05,95188.58
503782,107711,B012,SAVINGS,ACTIVE,2023-03-04,6824.67
503783,105323,B002,SAVINGS,ACTIVE,2021-09-11,14166.61
503784,105859,B003,SAVINGS,ACTIVE,2021-04-14,37258.62
503785,108233,B020,SALARY,ACTIVE,2021-05-14,38306.65
503786,102487,B014,SAVINGS,ACTIVE,2022-01-12,137000.6
503787,105771,B008,SALARY,ACTIVE,2025-01-18,51298.47
503788,101819,B015,SAVINGS,ACTIVE,2026-05-22,31006.91
503789,108108,B010,SAVINGS,ACTIVE,2021-11-16,29478.14
503790,101194,B001,SAVINGS,ACTIVE,2023-10-21,62047.37
503791,101899,B018,SAVINGS,ACTIVE,2022-12-17,773985.5
503792,103741,B017,SAVINGS,ACTIVE,2025-05-10,66049.64
503793,105200,B006,SAVINGS,ACTIVE,2022-07-27,119441.74
503794,102642,B015,SALARY,ACTIVE,2024-04-03,86191.83
503795,105483,B018,SAVINGS,ACTIVE,2021-01-02,29285.03
503796,108444,B003,SAVINGS,ACTIVE,2021-09-12,3542.8
503797,101237,B006,SAVINGS,ACTIVE,2022-01-03,17303.15
503798,109198,B007,SAVINGS,ACTIVE,2023-08-30,29673.71
503799,106823,B005,SAVINGS,ACTIVE,2021-08-12,50079.94
503800,106050,B014,SAVINGS,ACTIVE,2019-08-07,62842.71
503801,105861,B020,SAVINGS,ACTIVE,2026-01-06,58841.38
503802,106526,B001,SAVINGS,ACTIVE,2024-06-30,1797.15
503803,103826,B004,SALARY,ACTIVE,2022-12-30,25125.87
503804,105351,B014,SALARY,ACTIVE,2021-04-21,20222.85
503805,100439,B018,SAVINGS,ACTIVE,2023-02-14,8061.04
503806,101108,B010,SAVINGS,ACTIVE,2021-06-24,36719.39
503807,105452,B007,SALARY,ACTIVE,2024-09-24,44879.23
503808,108573,B015,SAVINGS,ACTIVE,2025-03-19,10853.98
503809,100049,B004,SAVINGS,ACTIVE,2020-09-10,71703.17
503810,100389,B019,SAVINGS,ACTIVE,2021-07-21,4733.95
503811,104957,B009,SALARY,ACTIVE,2025-12-11,10392.87
503812,106750,B020,SALARY,BLOCKED,2020-12-15,70593.93
503813,108345,B013,SALARY,ACTIVE,2021-08-15,58557.19
503814,101667,B013,SAVINGS,ACTIVE,2019-09-17,68340.79
503815,109286,B007,CURRENT,ACTIVE,2021-01-13,44624.63
503816,107801,B020,SAVINGS,ACTIVE,2019-11-04,24995.23
503817,106939,B005,SAVINGS,ACTIVE,2023-10-20,12021.38
503818,106511,B007,SAVINGS,ACTIVE,2025-06-03,20736.53
503819,109887,B003,SAVINGS,ACTIVE,2020-05-21,197739.01
503820,102464,B019,SAVINGS,ACTIVE,2023-01-04,217657.86
503821,109283,B002,SALARY,BLOCKED,2022-05-30,19248.73
503822,107775,B010,SALARY,ACTIVE,2025-10-14,194245.34
503823,107679,B010,SAVINGS,ACTIVE,2022-09-22,516210.48
503824,107842,B018,SAVINGS,ACTIVE,2026-01-21,6253.61
503825,100083,B008,CURRENT,ACTIVE,2019-10-04,25070.45
503826,104995,B013,SAVINGS,ACTIVE,2020-11-19,9201.09
503827,106367,B003,SAVINGS,ACTIVE,2022-11-09,197229.47
503828,105494,B016,CURRENT,ACTIVE,2025-05-19,9059.99
503829,109419,B012,SAVINGS,ACTIVE,2024-09-04,19751.9
503830,101063,B013,CURRENT,ACTIVE,2022-04-23,38883.88
503831,109299,B009,SAVINGS,ACTIVE,2023-07-12,25343.23
503832,104269,B018,SAVINGS,ACTIVE,2024-01-23,8193.47
503833,104533,B020,SAVINGS,ACTIVE,2025-04-11,11465.13
503834,106601,B018,SALARY,ACTIVE,2023-06-22,12916.69
503835,108059,B006,CURRENT,ACTIVE,2023-09-20,7346.43
503836,100689,B004,SAVINGS,ACTIVE,2021-03-28,55527.8
503837,107357,B020,SAVINGS,ACTIVE,2023-05-24,50083.33
503838,103592,B011,SAVINGS,BLOCKED,2020-01-19,17337.92
503839,106608,B014,SAVINGS,ACTIVE,2023-06-27,19657.5
503840,104507,B010,SALARY,ACTIVE,2022-01-15,16118.79
503841,101731,B006,SAVINGS,ACTIVE,2024-06-12,5916.63
503842,107111,B005,CURRENT,ACTIVE,2020-06-12,27291.09
503843,107230,B016,SAVINGS,ACTIVE,2019-01-06,45752.44
503844,103695,B005,SALARY,ACTIVE,2019-10-16,5725.98
503845,101160,B014,CURRENT,BLOCKED,2024-06-20,11195.33
503846,109260,B020,CURRENT,ACTIVE,2021-10-20,134762.3
503847,103271,B004,SAVINGS,ACTIVE,2021-09-09,57398.97
503848,108033,B017,SAVINGS,ACTIVE,2019-06-08,26778.74
503849,103513,B003,SAVINGS,ACTIVE,2019-06-27,29628.69
503850,105017,B008,CURRENT,ACTIVE,2020-04-11,22102.85
503851,108367,B001,SAVINGS,CLOSED,2019-12-26,81699.23
503852,107120,B005,SAVINGS,ACTIVE,2019-11-15,13351.24
503853,106502,B014,SAVINGS,ACTIVE,2024-01-29,14783.66
503854,103115,B007,SAVINGS,CLOSED,2024-02-20,19356.9
503855,101117,B018,SALARY,ACTIVE,2025-10-28,38333.24
503856,104929,B007,SAVINGS,ACTIVE,2019-08-17,140672.07
503857,103945,B012,SAVINGS,ACTIVE,2023-12-29,3782.7
503858,105717,B018,SAVINGS,ACTIVE,2020-07-23,24964.21
503859,104941,B017,SAVINGS,ACTIVE,2025-11-06,8813.65
503860,102833,B007,SAVINGS,ACTIVE,2025-12-09,74150.07
503861,100642,B020,SAVINGS,CLOSED,2021-12-14,8582.7
503862,108456,B012,SAVINGS,CLOSED,2021-08-03,140202.8
503863,100820,B010,SAVINGS,ACTIVE,2025-11-01,47168.88
503864,105525,B018,SAVINGS,ACTIVE,2025-10-24,142336.69
503865,105594,B017,CURRENT,ACTIVE,2023-09-15,25795.96
503866,104617,B013,SAVINGS,ACTIVE,2020-08-30,15384.69
503867,100947,B003,SAVINGS,ACTIVE,2024-12-18,44730.24
503868,103154,B020,SAVINGS,ACTIVE,2022-05-06,24711.41
503869,104673,B009,SALARY,ACTIVE,2024-11-18,25906.62
503870,108882,B001,SAVINGS,ACTIVE,2023-09-16,120730.06
503871,109673,B012,SAVINGS,ACTIVE,2021-08-14,9235.92
503872,103087,B020,SAVINGS,ACTIVE,2022-03-28,47880.26
503873,106746,B006,SAVINGS,ACTIVE,2025-01-02,94513.53
503874,101239,B020,SAVINGS,ACTIVE,2019-12-29,18209.78
503875,104707,B005,CURRENT,ACTIVE,2026-04-08,200879.31
503876,100866,B011,SALARY,ACTIVE,2019-02-06,4474.26
503877,104201,B003,SAVINGS,ACTIVE,2020-08-27,18366.29
503878,108609,B018,SAVINGS,ACTIVE,2022-10-19,11420.06
503879,100978,B009,SAVINGS,ACTIVE,2020-02-05,3352.95
503880,103194,B019,SAVINGS,ACTIVE,2020-08-31,68005.39
503881,104480,B009,CURRENT,ACTIVE,2023-03-30,125286.73
503882,106473,B019,SAVINGS,ACTIVE,2026-01-08,52909.9
503883,106796,B003,SAVINGS,ACTIVE,2022-06-17,77600.68
503884,109938,B014,SAVINGS,ACTIVE,2020-08-17,29908.93
503885,106168,B005,SALARY,ACTIVE,2021-04-01,5356.93
503886,102631,B019,SAVINGS,ACTIVE,2020-03-31,14884.64
503887,107739,B008,SAVINGS,ACTIVE,2024-01-23,26575.72
503888,106326,B004,SALARY,ACTIVE,2020-01-30,16966.9
503889,104996,B017,SAVINGS,ACTIVE,2025-06-21,64309.98
503890,105463,B012,SAVINGS,ACTIVE,2023-12-02,2359.73
503891,104851,B008,SAVINGS,ACTIVE,2026-02-18,592342.99
503892,100674,B019,SALARY,ACTIVE,2022-02-07,13084.93
503893,100345,B017,CURRENT,ACTIVE,2023-11-20,82966.47
503894,103457,B020,SAVINGS,ACTIVE,2019-12-28,26551.29
503895,106877,B019,CURRENT,ACTIVE,2025-02-12,10152.49
503896,101275,B018,SAVINGS,ACTIVE,2019-07-10,22782.42
503897,104507,B018,SAVINGS,ACTIVE,2022-11-24,34625.74
503898,102420,B001,SALARY,ACTIVE,2024-11-28,486148.73
503899,107538,B012,SAVINGS,ACTIVE,2024-09-07,12389.94
503900,108591,B020,SAVINGS,ACTIVE,2021-12-17,30746.09
503901,108473,B011,SAVINGS,ACTIVE,2022-02-20,11778.59
503902,103309,B016,SAVINGS,BLOCKED,2022-08-17,53225.01
503903,107794,B014,CURRENT,ACTIVE,2021-01-02,9624.71
503904,100276,B020,SAVINGS,ACTIVE,2020-11-09,40530.78
503905,102943,B001,SAVINGS,ACTIVE,2021-09-11,9939.8
503906,108868,B015,SALARY,ACTIVE,2020-05-14,30808.76
503907,105109,B007,SAVINGS,ACTIVE,2020-03-25,10290.37
503908,109227,B003,SAVINGS,ACTIVE,2019-07-22,34780.36
503909,106693,B015,SAVINGS,ACTIVE,2024-05-28,8094.11
503910,105431,B017,SAVINGS,BLOCKED,2019-01-26,284687.63
503911,103249,B007,SAVINGS,ACTIVE,2023-08-03,26497.3
503912,103533,B011,SAVINGS,ACTIVE,2023-08-29,2737.75
503913,100671,B009,SAVINGS,ACTIVE,2020-08-07,140017.83
503914,108132,B007,SAVINGS,ACTIVE,2020-03-18,12757.77
503915,103102,B009,CURRENT,ACTIVE,2024-06-05,148512.04
503916,100990,B001,SALARY,ACTIVE,2024-10-19,13211.42
503917,106750,B019,SAVINGS,ACTIVE,2019-04-26,5136.59
503918,106131,B004,CURRENT,ACTIVE,2019-01-16,16998.9
503919,109466,B015,SAVINGS,ACTIVE,2024-05-07,32088.53
503920,101476,B004,SAVINGS,ACTIVE,2020-06-11,4967.62
503921,107828,B003,SAVINGS,ACTIVE,2022-05-31,29414.28
503922,108599,B001,CURRENT,ACTIVE,2024-01-07,27965.24
503923,101808,B014,SAVINGS,ACTIVE,2022-11-10,7427.13
503924,107673,B010,CURRENT,ACTIVE,2024-04-16,4948.87
503925,105240,B002,SALARY,ACTIVE,2020-06-30,26731.89
503926,108998,B004,SAVINGS,ACTIVE,2020-08-14,100810.45
503927,101336,B018,SAVINGS,CLOSED,2021-09-24,18496.31
503928,109670,B007,SAVINGS,ACTIVE,2019-12-08,51540.73
503929,105875,B012,CURRENT,ACTIVE,2022-09-18,21929.8
503930,107970,B015,SAVINGS,ACTIVE,2025-11-19,33169.4
503931,104004,B014,SALARY,ACTIVE,2022-06-16,116459.59
503932,102674,B004,SALARY,ACTIVE,2022-12-12,27263.23
503933,106581,B018,SAVINGS,ACTIVE,2022-12-28,41627.24
503934,106184,B007,SAVINGS,ACTIVE,2019-11-13,3918.13
503935,108279,B020,SALARY,ACTIVE,2020-09-17,8883.15
503936,109367,B007,SAVINGS,ACTIVE,2021-11-27,5727.76
503937,104106,B015,SAVINGS,ACTIVE,2019-01-24,40316.05
503938,101905,B013,SAVINGS,ACTIVE,2025-03-16,11481.56
503939,108226,B011,CURRENT,ACTIVE,2019-12-29,55888.11
503940,101914,B020,SAVINGS,ACTIVE,2021-08-24,9561.62
503941,108961,B002,SAVINGS,ACTIVE,2024-07-26,12947.49
503942,107474,B017,SAVINGS,ACTIVE,2020-03-24,65604.78
503943,108658,B020,SAVINGS,ACTIVE,2022-01-17,28317.97
503944,106285,B004,SAVINGS,ACTIVE,2021-10-01,17744.02
503945,103270,B012,SAVINGS,ACTIVE,2026-04-09,31743.36
503946,104518,B012,CURRENT,BLOCKED,2025-08-29,56326.7
503947,107643,B012,SAVINGS,ACTIVE,2020-07-01,8351.38
503948,100906,B014,CURRENT,ACTIVE,2024-04-29,12709.68
503949,100424,B016,SAVINGS,ACTIVE,2023-06-01,56981.31
503950,107617,B006,SAVINGS,ACTIVE,2022-10-30,7252.69
503951,107183,B016,SAVINGS,ACTIVE,2025-03-13,110149.91
503952,103385,B001,SAVINGS,ACTIVE,2026-04-11,24913.33
503953,106461,B011,SAVINGS,ACTIVE,2020-12-26,28958.41
503954,109098,B011,CURRENT,ACTIVE,2021-05-19,65507.34
503955,105335,B015,SAVINGS,ACTIVE,2025-02-07,29513.95
503956,105955,B018,SAVINGS,BLOCKED,2023-03-14,5121.3
503957,108656,B002,SAVINGS,ACTIVE,2020-12-05,21428.22
503958,107546,B002,SAVINGS,ACTIVE,2022-08-04,34438.29
503959,102891,B003,SAVINGS,ACTIVE,2021-11-07,66188.58
503960,101812,B007,SAVINGS,ACTIVE,2023-07-29,7053.61
503961,100318,B011,SALARY,CLOSED,2024-12-20,9775.59
503962,106760,B007,SAVINGS,ACTIVE,2019-05-22,6020.3
503963,109143,B006,SALARY,ACTIVE,2023-04-03,22843.41
503964,109682,B012,SAVINGS,ACTIVE,2025-03-14,20259.01
503965,102960,B011,SAVINGS,ACTIVE,2023-06-27,10079.58
503966,102239,B006,SAVINGS,ACTIVE,2019-01-28,32089.75
503967,108811,B010,SAVINGS,ACTIVE,2024-12-04,2711.75
503968,107409,B016,SAVINGS,ACTIVE,2022-04-27,18059.27
503969,102794,B006,SAVINGS,ACTIVE,2024-06-30,58838.57
503970,104074,B009,SAVINGS,ACTIVE,2019-06-21,54028.5
503971,101702,B004,SAVINGS,ACTIVE,2019-01-01,119518.03
503972,101005,B017,CURRENT,ACTIVE,2020-07-16,78947.77
503973,102876,B018,SAVINGS,ACTIVE,2019-11-02,33819.38
503974,108948,B015,SALARY,ACTIVE,2024-01-21,6573.52
503975,105744,B004,SAVINGS,ACTIVE,2024-10-19,15647.88
503976,104348,B010,SALARY,ACTIVE,2024-08-26,16096.88
503977,107471,B004,SAVINGS,ACTIVE,2020-05-20,107924.03
503978,103467,B012,SAVINGS,ACTIVE,2021-08-17,79059.08
503979,102093,B016,CURRENT,ACTIVE,2024-06-29,8868.03
503980,107919,B012,SALARY,ACTIVE,2026-01-21,342171.62
503981,103443,B005,SALARY,ACTIVE,2020-08-27,22474.92
503982,100129,B015,SALARY,ACTIVE,2025-01-30,13724.12
503983,100509,B012,SAVINGS,ACTIVE,2025-04-18,14389.95
503984,105899,B018,SAVINGS,ACTIVE,2023-01-12,5521.83
503985,100147,B001,SALARY,ACTIVE,2020-12-02,11540.27
503986,100529,B018,SALARY,ACTIVE,2025-05-16,197130.13
503987,102493,B001,SAVINGS,ACTIVE,2020-05-11,86864.74
503988,109419,B016,SAVINGS,ACTIVE,2023-09-17,33639.01
503989,102759,B012,SAVINGS,BLOCKED,2021-07-04,102596.22
503990,108995,B008,CURRENT,ACTIVE,2024-03-09,18313.88
503991,104840,B012,SAVINGS,ACTIVE,2024-01-31,46604.65
503992,106480,B017,SAVINGS,ACTIVE,2025-10-30,55117.14
503993,103031,B006,SAVINGS,CLOSED,2025-03-06,163407.5
503994,105272,B020,SAVINGS,ACTIVE,2025-09-16,64737.88
503995,102801,B015,CURRENT,ACTIVE,2020-12-07,5666.71
503996,107795,B007,SALARY,ACTIVE,2025-09-21,119248.88
503997,108989,B017,SAVINGS,ACTIVE,2020-06-26,21515.35
503998,107051,B014,SAVINGS,ACTIVE,2025-04-24,13458.32
503999,101114,B018,SAVINGS,BLOCKED,2024-11-29,1480.86
504000,104282,B015,SAVINGS,BLOCKED,2025-09-12,4183.67
504001,101786,B015,SAVINGS,ACTIVE,2022-10-01,39086.21
504002,101615,B016,SAVINGS,ACTIVE,2023-01-17,13499.19
504003,100261,B019,SALARY,ACTIVE,2020-02-25,8537.84
504004,108423,B014,CURRENT,ACTIVE,2024-02-26,35923.26
504005,106308,B020,SAVINGS,ACTIVE,2019-08-16,26968.3
504006,106910,B008,SAVINGS,ACTIVE,2021-12-08,18478.47
504007,102767,B008,SAVINGS,ACTIVE,2025-07-07,2855.79
504008,103141,B013,SAVINGS,ACTIVE,2021-08-27,14047.2
504009,106313,B002,SAVINGS,ACTIVE,2025-11-30,6554.37
504010,104338,B008,SALARY,ACTIVE,2019-04-30,39913.27
504011,102207,B020,SAVINGS,ACTIVE,2019-08-03,13051.02
504012,107294,B019,SAVINGS,ACTIVE,2024-07-05,10906.89
504013,107123,B010,CURRENT,ACTIVE,2023-07-18,257848.84
504014,106347,B017,SAVINGS,ACTIVE,2024-07-25,11093.26
504015,102199,B019,SALARY,ACTIVE,2025-05-26,45552.95
504016,109191,B001,SALARY,ACTIVE,2024-01-09,3342.02
504017,108664,B002,SAVINGS,ACTIVE,2024-09-11,31614.27
504018,100296,B008,SAVINGS,ACTIVE,2019-09-23,47996.13
504019,106306,B009,SALARY,ACTIVE,2025-09-26,10505.12
504020,106283,B011,SAVINGS,ACTIVE,2024-08-18,23178.33
504021,107223,B007,SALARY,ACTIVE,2023-06-08,25744.42
504022,103845,B015,SAVINGS,ACTIVE,2025-05-27,46230.4
504023,103303,B009,SAVINGS,ACTIVE,2024-03-28,52850.34
504024,102891,B013,SAVINGS,ACTIVE,2025-07-06,44193.78
504025,108825,B018,SAVINGS,ACTIVE,2019-11-16,30980.7
504026,108999,B019,SAVINGS,ACTIVE,2020-12-15,11639.38
504027,103492,B013,CURRENT,CLOSED,2019-01-10,5678.45
504028,104292,B015,SAVINGS,ACTIVE,2020-12-15,256621.04
504029,107158,B016,SAVINGS,ACTIVE,2025-01-06,40390.52
504030,104237,B013,CURRENT,ACTIVE,2026-01-20,7815.27
504031,105974,B016,SAVINGS,ACTIVE,2019-04-04,177141.42
504032,102779,B014,SAVINGS,ACTIVE,2020-05-03,6455.99
504033,106276,B013,CURRENT,BLOCKED,2023-07-17,25692.66
504034,107446,B019,CURRENT,ACTIVE,2023-12-27,18419.85
504035,103839,B002,SAVINGS,ACTIVE,2021-09-11,61425.3
504036,104415,B011,SAVINGS,ACTIVE,2022-10-05,22497.4
504037,108882,B012,SAVINGS,ACTIVE,2022-10-08,17128.95
504038,103938,B011,SAVINGS,ACTIVE,2021-02-12,69151.61
504039,102268,B005,SAVINGS,ACTIVE,2022-01-02,8947.8
504040,106922,B017,SALARY,ACTIVE,2024-04-18,11958.18
504041,105256,B001,SAVINGS,ACTIVE,2023-10-07,16236.22
504042,106188,B005,SAVINGS,ACTIVE,2021-04-28,21596.29
504043,108110,B007,SAVINGS,ACTIVE,2022-11-03,2456.72
504044,109940,B010,SAVINGS,ACTIVE,2025-07-31,35564.16
504045,103741,B012,SAVINGS,BLOCKED,2023-10-12,15937.82
504046,103107,B016,SAVINGS,ACTIVE,2025-11-17,287336.67
504047,101551,B015,SAVINGS,ACTIVE,2022-02-14,4057.09
504048,109339,B015,CURRENT,ACTIVE,2025-05-23,12546.91
504049,106736,B017,SAVINGS,ACTIVE,2020-08-11,4423.17
504050,105039,B019,SAVINGS,ACTIVE,2020-06-20,33844.94
504051,108626,B014,SAVINGS,ACTIVE,2024-07-20,71603.35
504052,100277,B017,SAVINGS,ACTIVE,2026-03-14,114033.89
504053,109829,B020,SAVINGS,ACTIVE,2021-03-04,86206.29
504054,107173,B004,CURRENT,ACTIVE,2021-06-12,14143.96
504055,103114,B018,SAVINGS,ACTIVE,2025-06-07,30028.86
504056,103854,B018,CURRENT,ACTIVE,2022-12-03,9244.84
504057,108081,B013,SALARY,CLOSED,2024-07-24,117403.1
504058,108786,B014,SAVINGS,ACTIVE,2025-05-26,22616.84
504059,101291,B016,SAVINGS,ACTIVE,2020-06-06,132496.47
504060,104115,B004,SAVINGS,CLOSED,2022-11-17,23695.86
504061,105172,B006,SAVINGS,ACTIVE,2019-03-19,44298.36
504062,101186,B007,SAVINGS,ACTIVE,2021-03-05,14268.74
504063,103226,B015,SAVINGS,ACTIVE,2021-02-17,34698.89
504064,106758,B003,CURRENT,ACTIVE,2021-01-09,63380.6
504065,102933,B011,SALARY,ACTIVE,2023-02-10,19370.95
504066,103430,B020,SAVINGS,ACTIVE,2022-09-07,13529.87
504067,101419,B011,SALARY,ACTIVE,2021-08-26,21961.31
504068,106200,B011,SAVINGS,ACTIVE,2023-11-12,15781.21
504069,100328,B015,SAVINGS,ACTIVE,2023-09-22,42191.78
504070,102916,B011,SAVINGS,ACTIVE,2023-08-31,215941.25
504071,109608,B008,SALARY,ACTIVE,2024-03-21,3448.45
504072,103369,B003,SAVINGS,ACTIVE,2019-01-04,6120.01
504073,107580,B005,SAVINGS,ACTIVE,2019-10-13,27527.16
504074,105228,B010,SAVINGS,BLOCKED,2024-07-08,47423.99
504075,101920,B018,SALARY,ACTIVE,2024-04-11,5904.02
504076,105137,B018,CURRENT,ACTIVE,2021-09-13,85298.45
504077,104782,B002,SAVINGS,ACTIVE,2023-01-03,73879.78
504078,109948,B017,CURRENT,ACTIVE,2026-05-19,136793.91
504079,109566,B002,SAVINGS,ACTIVE,2022-04-15,40678.69
504080,105395,B016,SAVINGS,ACTIVE,2020-07-21,108462.48
504081,109337,B002,SAVINGS,ACTIVE,2019-11-24,67913.53
504082,106041,B015,CURRENT,ACTIVE,2025-02-02,144337.98
504083,100978,B004,SALARY,ACTIVE,2026-04-30,15033.93
504084,108560,B016,SALARY,ACTIVE,2021-10-24,63583.95
504085,107332,B001,SAVINGS,ACTIVE,2021-03-15,16312.13
504086,100080,B017,SAVINGS,ACTIVE,2022-03-06,25415.81
504087,100120,B012,SALARY,ACTIVE,2019-01-14,1117.36
504088,109417,B014,SAVINGS,ACTIVE,2024-06-03,18931.3
504089,103156,B012,SAVINGS,ACTIVE,2021-12-22,35362.22
504090,103354,B003,SAVINGS,ACTIVE,2024-05-29,29469.6
504091,105703,B019,SAVINGS,ACTIVE,2020-03-15,47884.52
504092,108257,B011,CURRENT,ACTIVE,2022-10-09,62103.71
504093,105598,B014,SAVINGS,ACTIVE,2019-09-02,12118.47
504094,105929,B002,CURRENT,ACTIVE,2020-08-13,146228.01
504095,100625,B009,SAVINGS,ACTIVE,2019-08-29,4233.11
504096,108534,B014,SAVINGS,ACTIVE,2025-03-07,37946.5
504097,101715,B012,SAVINGS,ACTIVE,2019-06-11,1283.64
504098,103834,B019,SAVINGS,ACTIVE,2024-03-07,128214.05
504099,105815,B001,SAVINGS,ACTIVE,2020-01-17,12346.42
504100,108537,B011,SALARY,ACTIVE,2025-11-29,170627.9
504101,105156,B016,SAVINGS,ACTIVE,2022-11-18,3300.79
504102,109317,B007,SALARY,ACTIVE,2023-04-04,206450.14
504103,101944,B013,SAVINGS,ACTIVE,2024-11-03,22687.76
504104,102984,B009,SAVINGS,ACTIVE,2021-04-19,15794.17
504105,107423,B016,SAVINGS,ACTIVE,2019-02-22,18902.49
504106,106208,B017,SAVINGS,ACTIVE,2025-05-18,122473.71
504107,102342,B001,SAVINGS,ACTIVE,2020-12-28,4415.84
504108,102087,B011,SAVINGS,BLOCKED,2019-02-06,56733.38
504109,103520,B010,SAVINGS,ACTIVE,2022-08-25,79264.22
504110,106600,B018,SAVINGS,ACTIVE,2022-09-30,25394.13
504111,107437,B010,SAVINGS,ACTIVE,2019-06-01,17663.87
504112,109291,B016,SAVINGS,ACTIVE,2023-10-29,24492.33
504113,106861,B012,SAVINGS,ACTIVE,2022-11-28,16768.18
