customer_id,customer_name,customer_segment,city,state,date_of_birth,onboarding_date,customer_status
103120,Customer_03120,PREMIUM,Kolkata,West Bengal,1979-10-03,2024-01-24,ACTIVE
103121,Customer_03121,RETAIL,Chennai,Tamil Nadu,1986-09-30,2023-07-28,ACTIVE
103122,Customer_03122,RETAIL,Ahmedabad,Gujarat,2010-02-28,2021-06-06,ACTIVE
103123,Customer_03123,PREMIUM,Bangalore,Karnataka,1979-09-11,2026-05-10,ACTIVE
103124,Customer_03124,RETAIL,Chennai,Tamil Nadu,1993-11-09,2025-05-29,ACTIVE
103125,Customer_03125,BUSINESS,Bangalore,Karnataka,2000-01-08,2023-06-21,ACTIVE
103126,Customer_03126,RETAIL,Ahmedabad,Gujarat,1981-11-17,2020-09-09,ACTIVE
103127,Customer_03127,RETAIL,Kolkata,West Bengal,2019-05-09,2024-12-29,ACTIVE
103128,Customer_03128,PREMIUM,Ahmedabad,Gujarat,2000-01-23,2022-03-09,ACTIVE
103129,Customer_03129,RETAIL,Chennai,Tamil Nadu,1993-01-25,2021-05-16,ACTIVE
103130,Customer_03130,RETAIL,Kolkata,West Bengal,2019-04-19,2024-11-08,ACTIVE
103131,Customer_03131,RETAIL,Delhi,Delhi,2002-02-06,2025-07-02,ACTIVE
103132,Customer_03132,BUSINESS,Bangalore,Karnataka,2007-01-12,2024-01-13,ACTIVE
103133,Customer_03133,PREMIUM,Kolkata,West Bengal,1982-11-16,2020-06-26,ACTIVE
103134,Customer_03134,PREMIUM,Mumbai,Maharashtra,1985-09-07,2023-12-11,ACTIVE
103135,Customer_03135,RETAIL,Hyderabad,Telangana,1981-01-08,2026-01-14,ACTIVE
103136,Customer_03136,RETAIL,Mumbai,Maharashtra,2000-04-14,2024-07-05,ACTIVE
103137,Customer_03137,RETAIL,Chennai,Tamil Nadu,2013-07-06,2021-09-29,ACTIVE
103138,Customer_03138,RETAIL,Bangalore,Karnataka,2016-03-12,2024-03-31,ACTIVE
103139,Customer_03139,PREMIUM,Bangalore,Karnataka,2002-10-02,2021-08-20,ACTIVE
103140,Customer_03140,RETAIL,Bangalore,Karnataka,1981-05-23,2025-09-29,ACTIVE
103141,Customer_03141,RETAIL,Bangalore,Karnataka,2004-11-17,2025-07-22,ACTIVE
103142,Customer_03142,RETAIL,Bangalore,Karnataka,2005-05-12,2023-09-27,ACTIVE
103143,Customer_03143,RETAIL,Bangalore,Karnataka,2003-09-08,2020-11-20,ACTIVE
103144,Customer_03144,RETAIL,Chennai,Tamil Nadu,2008-10-14,2022-08-21,ACTIVE
103145,Customer_03145,RETAIL,Kolkata,West Bengal,2002-01-18,2020-10-16,ACTIVE
103146,Customer_03146,RETAIL,Chennai,Tamil Nadu,2008-01-29,2025-01-12,ACTIVE
103147,Customer_03147,RETAIL,Hyderabad,Telangana,1999-02-20,2024-06-21,ACTIVE
103148,Customer_03148,RETAIL,Kolkata,West Bengal,1985-05-01,2021-09-14,ACTIVE
103149,Customer_03149,PREMIUM,Ahmedabad,Gujarat,1982-06-13,2025-08-17,ACTIVE
103150,Customer_03150,RETAIL,Mumbai,Maharashtra,2016-06-04,2024-12-28,ACTIVE
103151,Customer_03151,RETAIL,Hyderabad,Telangana,1997-04-10,2026-02-25,ACTIVE
103152,Customer_03152,RETAIL,Pune,Maharashtra,1992-05-26,2021-11-02,ACTIVE
103153,Customer_03153,RETAIL,Pune,Maharashtra,1991-03-17,2021-02-23,INACTIVE
103154,Customer_03154,PREMIUM,Kolkata,West Bengal,1981-04-16,2023-02-26,ACTIVE
103155,Customer_03155,RETAIL,Mumbai,Maharashtra,2017-12-23,2021-09-28,ACTIVE
103156,Customer_03156,BUSINESS,Kolkata,West Bengal,1982-08-01,2024-11-09,ACTIVE
103157,Customer_03157,PREMIUM,Kolkata,West Bengal,1988-02-28,2022-10-18,ACTIVE
103158,Customer_03158,RETAIL,Ahmedabad,Gujarat,1997-12-15,2024-02-15,ACTIVE
103159,Customer_03159,RETAIL,Hyderabad,Telangana,1993-11-14,2021-02-16,ACTIVE
103160,Customer_03160,RETAIL,Kolkata,West Bengal,1980-10-21,2020-07-24,ACTIVE
103161,Customer_03161,RETAIL,Mumbai,Maharashtra,1992-09-06,2026-02-28,ACTIVE
103162,Customer_03162,RETAIL,Ahmedabad,Gujarat,2011-03-07,2022-12-07,ACTIVE
103163,Customer_03163,RETAIL,Pune,Maharashtra,1989-06-15,2020-11-30,ACTIVE
103164,Customer_03164,RETAIL,Delhi,Delhi,2014-09-21,2025-05-02,ACTIVE
103165,Customer_03165,RETAIL,Pune,Maharashtra,1993-12-15,2020-11-14,ACTIVE
103166,Customer_03166,PREMIUM,Bangalore,Karnataka,1979-09-18,2026-07-20,ACTIVE
103167,Customer_03167,PREMIUM,Hyderabad,Telangana,1983-08-21,2022-07-15,ACTIVE
103168,Customer_03168,BUSINESS,Delhi,Delhi,2012-06-06,2023-01-25,ACTIVE
103169,Customer_03169,RETAIL,Kolkata,West Bengal,1995-10-27,2021-09-14,ACTIVE
103170,Customer_03170,RETAIL,Chennai,Tamil Nadu,2019-06-18,2020-07-25,ACTIVE
103171,Customer_03171,BUSINESS,Hyderabad,Telangana,2011-07-24,2022-09-08,ACTIVE
103172,Customer_03172,PREMIUM,Ahmedabad,Gujarat,1980-05-30,2022-05-28,ACTIVE
103173,Customer_03173,RETAIL,Bangalore,Karnataka,1991-12-31,2022-12-11,ACTIVE
103174,Customer_03174,RETAIL,Delhi,Delhi,2008-12-08,2023-03-21,ACTIVE
103175,Customer_03175,RETAIL,Ahmedabad,Gujarat,1981-10-03,2024-02-22,ACTIVE
103176,Customer_03176,PREMIUM,Chennai,Tamil Nadu,2020-03-12,2020-06-25,ACTIVE
103177,Customer_03177,RETAIL,Chennai,Tamil Nadu,1985-12-29,2022-05-20,ACTIVE
103178,Customer_03178,RETAIL,Delhi,Delhi,2011-11-25,2025-09-05,ACTIVE
103179,Customer_03179,RETAIL,Pune,Maharashtra,2013-09-06,2026-04-03,ACTIVE
103180,Customer_03180,RETAIL,Pune,Maharashtra,1999-12-02,2023-07-17,ACTIVE
103181,Customer_03181,RETAIL,Pune,Maharashtra,2012-03-01,2022-05-28,ACTIVE
103182,Customer_03182,PREMIUM,Pune,Maharashtra,2015-07-03,2022-09-25,ACTIVE
103183,Customer_03183,RETAIL,Hyderabad,Telangana,2009-04-28,2025-02-20,ACTIVE
103184,Customer_03184,RETAIL,Mumbai,Maharashtra,2008-03-27,2022-08-11,INACTIVE
103185,Customer_03185,RETAIL,Hyderabad,Telangana,1995-02-15,2026-03-17,ACTIVE
103186,Customer_03186,BUSINESS,Ahmedabad,Gujarat,1991-03-05,2020-03-08,ACTIVE
103187,Customer_03187,RETAIL,Kolkata,West Bengal,2014-10-19,2023-12-25,ACTIVE
103188,Customer_03188,RETAIL,Bangalore,Karnataka,1988-05-17,2023-05-30,ACTIVE
103189,Customer_03189,RETAIL,Mumbai,Maharashtra,1996-03-09,2022-12-19,ACTIVE
103190,Customer_03190,PREMIUM,Kolkata,West Bengal,2000-03-19,2023-02-15,ACTIVE
103191,Customer_03191,PREMIUM,Mumbai,Maharashtra,1995-03-18,2021-01-16,ACTIVE
103192,Customer_03192,PREMIUM,Hyderabad,Telangana,1994-06-25,2022-04-10,ACTIVE
103193,Customer_03193,RETAIL,Hyderabad,Telangana,2003-10-09,2022-04-28,ACTIVE
103194,Customer_03194,BUSINESS,Pune,Maharashtra,1992-09-11,2024-04-29,ACTIVE
103195,Customer_03195,BUSINESS,Hyderabad,Telangana,2019-10-09,2023-12-06,ACTIVE
103196,Customer_03196,RETAIL,Pune,Maharashtra,1986-06-21,2022-09-13,ACTIVE
103197,Customer_03197,RETAIL,Pune,Maharashtra,1995-02-20,2023-05-26,ACTIVE
103198,Customer_03198,RETAIL,Kolkata,West Bengal,2013-11-17,2023-10-04,INACTIVE
103199,Customer_03199,RETAIL,Ahmedabad,Gujarat,1998-09-10,2020-04-23,INACTIVE
103200,Customer_03200,RETAIL,Delhi,Delhi,2008-02-13,2025-10-25,ACTIVE
103201,Customer_03201,RETAIL,Ahmedabad,Gujarat,2005-09-25,2025-11-11,ACTIVE
103202,Customer_03202,BUSINESS,Ahmedabad,Gujarat,1992-10-08,2022-05-23,ACTIVE
103203,Customer_03203,RETAIL,Kolkata,West Bengal,2009-09-22,2024-12-31,ACTIVE
103204,Customer_03204,RETAIL,Pune,Maharashtra,1988-12-04,2022-08-13,ACTIVE
103205,Customer_03205,RETAIL,Delhi,Delhi,2009-12-15,2020-06-11,ACTIVE
103206,Customer_03206,RETAIL,Hyderabad,Telangana,1984-06-05,2025-09-09,ACTIVE
103207,Customer_03207,RETAIL,Ahmedabad,Gujarat,2007-09-02,2021-10-04,ACTIVE
103208,Customer_03208,RETAIL,Kolkata,West Bengal,1983-10-14,2022-05-09,INACTIVE
103209,Customer_03209,RETAIL,Bangalore,Karnataka,2014-11-05,2023-10-13,INACTIVE
103210,Customer_03210,BUSINESS,Pune,Maharashtra,2004-11-07,2022-11-20,ACTIVE
103211,Customer_03211,RETAIL,Ahmedabad,Gujarat,1980-10-28,2021-09-29,ACTIVE
103212,Customer_03212,BUSINESS,Delhi,Delhi,1983-08-20,2025-04-05,ACTIVE
103213,Customer_03213,PREMIUM,Delhi,Delhi,1986-11-11,2022-05-04,ACTIVE
103214,Customer_03214,RETAIL,Ahmedabad,Gujarat,2018-08-07,2023-11-21,ACTIVE
103215,Customer_03215,RETAIL,Chennai,Tamil Nadu,2003-05-16,2024-05-16,ACTIVE
103216,Customer_03216,RETAIL,Delhi,Delhi,1990-08-18,2026-02-19,ACTIVE
103217,Customer_03217,PREMIUM,Mumbai,Maharashtra,1990-07-14,2023-02-23,ACTIVE
103218,Customer_03218,RETAIL,Bangalore,Karnataka,1980-03-23,2023-02-03,ACTIVE
103219,Customer_03219,RETAIL,Ahmedabad,Gujarat,1987-07-05,2025-12-31,ACTIVE
103220,Customer_03220,PREMIUM,Bangalore,Karnataka,2014-04-16,2023-02-23,ACTIVE
103221,Customer_03221,RETAIL,Hyderabad,Telangana,2003-10-04,2021-12-15,ACTIVE
103222,Customer_03222,PREMIUM,Delhi,Delhi,1994-04-05,2020-04-13,ACTIVE
103223,Customer_03223,RETAIL,Kolkata,West Bengal,1980-01-14,2022-02-18,ACTIVE
103224,Customer_03224,BUSINESS,Kolkata,West Bengal,1993-04-01,2021-04-18,ACTIVE
103225,Customer_03225,RETAIL,Chennai,Tamil Nadu,1994-11-21,2022-01-01,ACTIVE
103226,Customer_03226,RETAIL,Kolkata,West Bengal,1984-01-14,2023-07-19,ACTIVE
103227,Customer_03227,PREMIUM,Chennai,Tamil Nadu,2004-02-07,2023-06-13,ACTIVE
103228,Customer_03228,RETAIL,Bangalore,Karnataka,2006-04-15,2021-03-25,ACTIVE
103229,Customer_03229,BUSINESS,Hyderabad,Telangana,2020-02-27,2023-01-18,ACTIVE
103230,Customer_03230,PREMIUM,Kolkata,West Bengal,1993-11-24,2022-12-24,ACTIVE
103231,Customer_03231,RETAIL,Kolkata,West Bengal,1990-07-01,2020-04-12,ACTIVE
103232,Customer_03232,RETAIL,Pune,Maharashtra,2012-12-17,2021-11-10,INACTIVE
103233,Customer_03233,BUSINESS,Hyderabad,Telangana,1993-07-22,2024-09-30,ACTIVE
103234,Customer_03234,RETAIL,Mumbai,Maharashtra,2005-01-23,2020-02-19,ACTIVE
103235,Customer_03235,PREMIUM,Chennai,Tamil Nadu,2009-06-14,2021-12-23,ACTIVE
103236,Customer_03236,RETAIL,Chennai,Tamil Nadu,2015-04-20,2023-02-14,ACTIVE
103237,Customer_03237,BUSINESS,Delhi,Delhi,1992-04-02,2021-02-03,ACTIVE
103238,Customer_03238,RETAIL,Ahmedabad,Gujarat,2004-09-24,2024-03-31,INACTIVE
103239,Customer_03239,PREMIUM,Ahmedabad,Gujarat,1984-07-19,2024-09-13,INACTIVE
103240,Customer_03240,RETAIL,Mumbai,Maharashtra,2011-03-03,2022-03-22,ACTIVE
103241,Customer_03241,RETAIL,Pune,Maharashtra,1981-01-05,2021-07-06,ACTIVE
103242,Customer_03242,BUSINESS,Pune,Maharashtra,2007-10-09,2025-02-06,ACTIVE
103243,Customer_03243,BUSINESS,Ahmedabad,Gujarat,1987-10-01,2021-05-31,ACTIVE
103244,Customer_03244,RETAIL,Chennai,Tamil Nadu,1998-02-28,2020-12-16,ACTIVE
103245,Customer_03245,BUSINESS,Hyderabad,Telangana,1982-04-20,2020-03-20,ACTIVE
103246,Customer_03246,RETAIL,Kolkata,West Bengal,2007-06-13,2020-08-07,ACTIVE
103247,Customer_03247,RETAIL,Kolkata,West Bengal,1998-12-19,2025-09-22,ACTIVE
103248,Customer_03248,RETAIL,Mumbai,Maharashtra,2006-06-02,2026-02-21,ACTIVE
103249,Customer_03249,RETAIL,Pune,Maharashtra,1993-06-08,2023-08-03,ACTIVE
103250,Customer_03250,RETAIL,Bangalore,Karnataka,1979-06-10,2026-01-20,ACTIVE
103251,Customer_03251,RETAIL,Delhi,Delhi,2003-01-09,2024-08-23,ACTIVE
103252,Customer_03252,RETAIL,Hyderabad,Telangana,2007-11-09,2022-09-02,ACTIVE
103253,Customer_03253,PREMIUM,Pune,Maharashtra,2006-06-19,2024-09-07,ACTIVE
103254,Customer_03254,PREMIUM,Delhi,Delhi,1989-12-06,2022-10-04,ACTIVE
103255,Customer_03255,PREMIUM,Pune,Maharashtra,2008-08-04,2026-04-27,INACTIVE
103256,Customer_03256,RETAIL,Pune,Maharashtra,2001-06-01,2025-08-04,ACTIVE
103257,Customer_03257,PREMIUM,Pune,Maharashtra,1987-10-18,2025-07-20,ACTIVE
103258,Customer_03258,RETAIL,Pune,Maharashtra,1983-09-26,2023-06-27,ACTIVE
103259,Customer_03259,PREMIUM,Chennai,Tamil Nadu,1992-07-10,2023-05-28,ACTIVE
103260,Customer_03260,RETAIL,Bangalore,Karnataka,1980-02-10,2020-10-08,ACTIVE
103261,Customer_03261,RETAIL,Bangalore,Karnataka,2008-07-28,2024-04-15,ACTIVE
103262,Customer_03262,RETAIL,Bangalore,Karnataka,1979-10-14,2020-10-02,INACTIVE
103263,Customer_03263,PREMIUM,Hyderabad,Telangana,1981-02-25,2023-07-21,ACTIVE
103264,Customer_03264,BUSINESS,Kolkata,West Bengal,1985-08-29,2020-11-10,ACTIVE
103265,Customer_03265,PREMIUM,Chennai,Tamil Nadu,1992-07-21,2023-02-16,ACTIVE
103266,Customer_03266,BUSINESS,Hyderabad,Telangana,1979-12-25,2025-02-16,ACTIVE
103267,Customer_03267,BUSINESS,Hyderabad,Telangana,2005-01-12,2022-01-10,ACTIVE
103268,Customer_03268,RETAIL,Hyderabad,Telangana,1984-08-07,2023-12-15,ACTIVE
103269,Customer_03269,PREMIUM,Pune,Maharashtra,2012-02-25,2021-09-15,ACTIVE
103270,Customer_03270,RETAIL,Ahmedabad,Gujarat,2002-02-16,2021-12-20,ACTIVE
103271,Customer_03271,RETAIL,Pune,Maharashtra,1982-08-03,2021-03-14,ACTIVE
103272,Customer_03272,RETAIL,Bangalore,Karnataka,1995-08-09,2021-01-23,ACTIVE
103273,Customer_03273,BUSINESS,Hyderabad,Telangana,1984-12-03,2022-06-11,ACTIVE
103274,Customer_03274,PREMIUM,Bangalore,Karnataka,2019-06-11,2020-10-23,ACTIVE
103275,Customer_03275,RETAIL,Pune,Maharashtra,2003-07-01,2025-11-09,ACTIVE
103276,Customer_03276,RETAIL,Ahmedabad,Gujarat,2012-05-17,2024-11-14,ACTIVE
103277,Customer_03277,RETAIL,Mumbai,Maharashtra,1994-07-16,2021-06-15,ACTIVE
103278,Customer_03278,PREMIUM,Pune,Maharashtra,1985-03-11,2025-10-27,ACTIVE
103279,Customer_03279,BUSINESS,Ahmedabad,Gujarat,1988-10-23,2022-05-26,INACTIVE
103280,Customer_03280,RETAIL,Hyderabad,Telangana,1996-04-12,2023-06-28,INACTIVE
103281,Customer_03281,RETAIL,Mumbai,Maharashtra,2010-10-22,2024-08-04,ACTIVE
103282,Customer_03282,RETAIL,Kolkata,West Bengal,1996-11-11,2025-01-28,ACTIVE
103283,Customer_03283,RETAIL,Ahmedabad,Gujarat,2017-04-20,2020-01-19,ACTIVE
103284,Customer_03284,RETAIL,Mumbai,Maharashtra,1994-01-13,2021-11-10,ACTIVE
103285,Customer_03285,RETAIL,Bangalore,Karnataka,1988-09-28,2022-03-18,ACTIVE
103286,Customer_03286,RETAIL,Bangalore,Karnataka,1999-07-08,2023-11-06,ACTIVE
103287,Customer_03287,RETAIL,Pune,Maharashtra,1983-09-24,2025-09-24,ACTIVE
103288,Customer_03288,BUSINESS,Pune,Maharashtra,2006-09-04,2022-11-17,ACTIVE
103289,Customer_03289,RETAIL,Pune,Maharashtra,1983-04-24,2023-01-17,ACTIVE
103290,Customer_03290,RETAIL,Pune,Maharashtra,2005-06-26,2020-07-29,INACTIVE
103291,Customer_03291,PREMIUM,Bangalore,Karnataka,1994-11-16,2023-06-16,ACTIVE
103292,Customer_03292,BUSINESS,Bangalore,Karnataka,1993-10-30,2023-03-15,ACTIVE
103293,Customer_03293,RETAIL,Pune,Maharashtra,2004-04-01,2024-03-08,ACTIVE
103294,Customer_03294,RETAIL,Delhi,Delhi,2008-02-13,2025-07-25,ACTIVE
103295,Customer_03295,PREMIUM,Pune,Maharashtra,2017-04-25,2023-09-23,ACTIVE
103296,Customer_03296,RETAIL,Kolkata,West Bengal,1991-01-20,2020-05-04,ACTIVE
103297,Customer_03297,PREMIUM,Pune,Maharashtra,2012-07-04,2025-05-15,ACTIVE
103298,Customer_03298,RETAIL,Ahmedabad,Gujarat,2013-06-23,2023-02-19,ACTIVE
103299,Customer_03299,RETAIL,Chennai,Tamil Nadu,2020-01-21,2023-03-13,ACTIVE
103300,Customer_03300,RETAIL,Kolkata,West Bengal,2018-10-08,2025-09-26,ACTIVE
103301,Customer_03301,PREMIUM,Hyderabad,Telangana,2011-08-17,2023-11-16,ACTIVE
103302,Customer_03302,RETAIL,Delhi,Delhi,1991-04-09,2025-03-11,ACTIVE
103303,Customer_03303,RETAIL,Chennai,Tamil Nadu,2007-09-09,2025-10-13,ACTIVE
103304,Customer_03304,RETAIL,Delhi,Delhi,2011-05-23,2023-03-30,ACTIVE
103305,Customer_03305,PREMIUM,Mumbai,Maharashtra,1991-02-18,2026-06-15,ACTIVE
103306,Customer_03306,RETAIL,Delhi,Delhi,2012-07-27,2021-02-15,ACTIVE
103307,Customer_03307,PREMIUM,Delhi,Delhi,2007-12-28,2025-09-22,INACTIVE
103308,Customer_03308,PREMIUM,Pune,Maharashtra,1999-04-27,2025-07-29,ACTIVE
103309,Customer_03309,RETAIL,Mumbai,Maharashtra,2014-07-22,2020-08-27,ACTIVE
103310,Customer_03310,BUSINESS,Ahmedabad,Gujarat,1982-10-08,2021-01-02,ACTIVE
103311,Customer_03311,PREMIUM,Chennai,Tamil Nadu,2007-04-02,2020-03-29,ACTIVE
103312,Customer_03312,RETAIL,Bangalore,Karnataka,2011-06-14,2021-10-26,ACTIVE
103313,Customer_03313,RETAIL,Ahmedabad,Gujarat,1980-10-27,2026-07-07,ACTIVE
103314,Customer_03314,RETAIL,Pune,Maharashtra,1995-11-25,2020-10-25,ACTIVE
103315,Customer_03315,RETAIL,Bangalore,Karnataka,2000-05-25,2020-03-22,ACTIVE
103316,Customer_03316,RETAIL,Kolkata,West Bengal,1987-09-17,2023-01-06,ACTIVE
103317,Customer_03317,BUSINESS,Hyderabad,Telangana,2015-04-12,2022-04-28,ACTIVE
103318,Customer_03318,PREMIUM,Bangalore,Karnataka,2004-11-24,2024-02-19,ACTIVE
103319,Customer_03319,RETAIL,Delhi,Delhi,1990-06-18,2023-12-26,ACTIVE
103320,Customer_03320,RETAIL,Mumbai,Maharashtra,1997-02-09,2025-06-08,ACTIVE
103321,Customer_03321,RETAIL,Mumbai,Maharashtra,1983-10-07,2022-09-22,ACTIVE
103322,Customer_03322,RETAIL,Pune,Maharashtra,1982-10-05,2023-01-12,ACTIVE
103323,Customer_03323,RETAIL,Kolkata,West Bengal,2009-10-26,2020-02-24,ACTIVE
103324,Customer_03324,BUSINESS,Hyderabad,Telangana,2019-07-25,2026-05-18,ACTIVE
103325,Customer_03325,PREMIUM,Bangalore,Karnataka,1990-07-13,2021-05-26,ACTIVE
103326,Customer_03326,RETAIL,Kolkata,West Bengal,1989-03-18,2023-12-01,ACTIVE
103327,Customer_03327,PREMIUM,Pune,Maharashtra,2007-04-02,2025-10-14,INACTIVE
103328,Customer_03328,RETAIL,Pune,Maharashtra,2000-02-24,2023-12-21,ACTIVE
103329,Customer_03329,PREMIUM,Bangalore,Karnataka,1984-11-21,2024-02-09,INACTIVE
103330,Customer_03330,RETAIL,Ahmedabad,Gujarat,2006-07-27,2021-02-24,ACTIVE
103331,Customer_03331,RETAIL,Chennai,Tamil Nadu,1987-10-13,2024-08-28,ACTIVE
103332,Customer_03332,RETAIL,Kolkata,West Bengal,1983-11-22,2021-04-01,ACTIVE
103333,Customer_03333,RETAIL,Pune,Maharashtra,1998-03-25,2024-07-18,INACTIVE
103334,Customer_03334,RETAIL,Kolkata,West Bengal,2009-07-13,2023-10-15,ACTIVE
103335,Customer_03335,RETAIL,Mumbai,Maharashtra,2000-07-26,2023-03-20,ACTIVE
103336,Customer_03336,PREMIUM,Pune,Maharashtra,2005-10-15,2024-09-26,ACTIVE
103337,Customer_03337,PREMIUM,Chennai,Tamil Nadu,1988-12-08,2024-09-23,ACTIVE
103338,Customer_03338,RETAIL,Mumbai,Maharashtra,1999-06-11,2021-05-06,ACTIVE
103339,Customer_03339,RETAIL,Kolkata,West Bengal,2008-06-11,2022-06-20,ACTIVE
103340,Customer_03340,PREMIUM,Kolkata,West Bengal,2000-11-10,2023-03-07,ACTIVE
103341,Customer_03341,RETAIL,Chennai,Tamil Nadu,1989-01-02,2020-12-30,ACTIVE
103342,Customer_03342,RETAIL,Delhi,Delhi,2018-05-17,2022-05-04,ACTIVE
103343,Customer_03343,PREMIUM,Mumbai,Maharashtra,1981-12-05,2020-04-09,ACTIVE
103344,Customer_03344,RETAIL,Chennai,Tamil Nadu,2016-07-28,2022-11-19,ACTIVE
103345,Customer_03345,PREMIUM,Chennai,Tamil Nadu,2008-12-02,2021-05-08,ACTIVE
103346,Customer_03346,RETAIL,Kolkata,West Bengal,1983-10-06,2021-06-17,ACTIVE
103347,Customer_03347,RETAIL,Chennai,Tamil Nadu,1989-08-23,2025-05-18,ACTIVE
103348,Customer_03348,RETAIL,Pune,Maharashtra,1994-04-23,2020-12-03,ACTIVE
103349,Customer_03349,RETAIL,Mumbai,Maharashtra,2018-06-29,2020-10-16,ACTIVE
103350,Customer_03350,RETAIL,Kolkata,West Bengal,2000-05-21,2022-02-08,ACTIVE
103351,Customer_03351,BUSINESS,Pune,Maharashtra,1989-10-06,2020-02-26,ACTIVE
103352,Customer_03352,PREMIUM,Ahmedabad,Gujarat,2016-12-11,2025-09-16,ACTIVE
103353,Customer_03353,PREMIUM,Mumbai,Maharashtra,1984-01-05,2026-06-26,ACTIVE
103354,Customer_03354,RETAIL,Hyderabad,Telangana,2012-09-12,2025-04-16,ACTIVE
103355,Customer_03355,RETAIL,Ahmedabad,Gujarat,2013-04-12,2025-04-02,ACTIVE
103356,Customer_03356,PREMIUM,Bangalore,Karnataka,1995-01-14,2020-08-31,ACTIVE
103357,Customer_03357,PREMIUM,Mumbai,Maharashtra,1980-12-07,2023-08-23,ACTIVE
103358,Customer_03358,RETAIL,Ahmedabad,Gujarat,2015-07-24,2020-07-29,ACTIVE
103359,Customer_03359,PREMIUM,Pune,Maharashtra,2018-11-23,2021-12-22,ACTIVE
103360,Customer_03360,RETAIL,Chennai,Tamil Nadu,1994-09-11,2023-03-29,ACTIVE
103361,Customer_03361,RETAIL,Ahmedabad,Gujarat,1986-10-17,2024-06-23,ACTIVE
103362,Customer_03362,BUSINESS,Hyderabad,Telangana,1990-04-20,2021-10-27,ACTIVE
103363,Customer_03363,RETAIL,Mumbai,Maharashtra,1984-10-07,2021-09-06,ACTIVE
103364,Customer_03364,RETAIL,Kolkata,West Bengal,2004-03-18,2025-05-30,ACTIVE
103365,Customer_03365,RETAIL,Pune,Maharashtra,2000-06-17,2021-06-22,ACTIVE
103366,Customer_03366,BUSINESS,Hyderabad,Telangana,1993-10-12,2023-03-12,ACTIVE
103367,Customer_03367,RETAIL,Chennai,Tamil Nadu,2005-11-19,2021-11-19,ACTIVE
103368,Customer_03368,PREMIUM,Delhi,Delhi,2004-09-22,2025-08-08,ACTIVE
103369,Customer_03369,RETAIL,Bangalore,Karnataka,1979-08-17,2023-07-07,ACTIVE
103370,Customer_03370,RETAIL,Mumbai,Maharashtra,1995-12-28,2020-09-16,ACTIVE
103371,Customer_03371,RETAIL,Ahmedabad,Gujarat,2014-08-17,2020-12-21,ACTIVE
103372,Customer_03372,RETAIL,Pune,Maharashtra,2011-11-05,2026-05-17,ACTIVE
103373,Customer_03373,RETAIL,Delhi,Delhi,2014-04-10,2026-03-06,ACTIVE
103374,Customer_03374,RETAIL,Chennai,Tamil Nadu,2018-05-10,2025-01-15,ACTIVE
103375,Customer_03375,RETAIL,Hyderabad,Telangana,1981-09-08,2020-07-05,ACTIVE
103376,Customer_03376,RETAIL,Chennai,Tamil Nadu,1990-04-07,2024-10-22,ACTIVE
103377,Customer_03377,PREMIUM,Chennai,Tamil Nadu,1998-01-11,2024-05-04,ACTIVE
103378,Customer_03378,PREMIUM,Chennai,Tamil Nadu,2000-02-10,2026-03-06,ACTIVE
103379,Customer_03379,RETAIL,Kolkata,West Bengal,2011-06-15,2023-03-13,ACTIVE
103380,Customer_03380,RETAIL,Bangalore,Karnataka,2008-11-30,2023-02-02,ACTIVE
103381,Customer_03381,RETAIL,Kolkata,West Bengal,2008-03-02,2024-02-27,ACTIVE
103382,Customer_03382,RETAIL,Kolkata,West Bengal,1985-09-03,2020-12-23,ACTIVE
103383,Customer_03383,RETAIL,Ahmedabad,Gujarat,2006-12-29,2024-11-24,ACTIVE
103384,Customer_03384,RETAIL,Ahmedabad,Gujarat,2011-11-07,2023-04-07,ACTIVE
103385,Customer_03385,RETAIL,Kolkata,West Bengal,2010-01-19,2021-03-26,ACTIVE
103386,Customer_03386,RETAIL,Pune,Maharashtra,2003-02-08,2025-05-10,ACTIVE
103387,Customer_03387,BUSINESS,Kolkata,West Bengal,1982-10-16,2021-09-26,ACTIVE
103388,Customer_03388,RETAIL,Hyderabad,Telangana,1985-04-25,2025-08-24,ACTIVE
103389,Customer_03389,RETAIL,Delhi,Delhi,2009-09-07,2021-10-16,ACTIVE
103390,Customer_03390,RETAIL,Hyderabad,Telangana,2014-10-27,2023-03-18,ACTIVE
103391,Customer_03391,PREMIUM,Delhi,Delhi,2013-01-22,2022-11-14,ACTIVE
103392,Customer_03392,RETAIL,Chennai,Tamil Nadu,1996-09-08,2024-10-23,ACTIVE
103393,Customer_03393,RETAIL,Kolkata,West Bengal,2003-04-14,2021-03-22,ACTIVE
103394,Customer_03394,PREMIUM,Pune,Maharashtra,1986-06-02,2021-08-15,ACTIVE
103395,Customer_03395,RETAIL,Delhi,Delhi,2003-06-21,2021-04-06,ACTIVE
103396,Customer_03396,RETAIL,Kolkata,West Bengal,1987-03-10,2021-07-07,ACTIVE
103397,Customer_03397,RETAIL,Bangalore,Karnataka,2011-10-26,2022-12-22,ACTIVE
103398,Customer_03398,PREMIUM,Ahmedabad,Gujarat,2011-06-04,2023-11-08,ACTIVE
103399,Customer_03399,BUSINESS,Mumbai,Maharashtra,1981-04-07,2025-09-03,ACTIVE
103400,Customer_03400,PREMIUM,Hyderabad,Telangana,2017-08-04,2022-10-09,ACTIVE
